Ano,Centro,Mes,Semana,Data Avaliação,Comentario,classificacao,NPS,tokens_nltk,tokens_limpos,tokens_lematizados,comentario_limpo,comentario_lematizado,categoria_nps
2024,L5082-VILA ANDRADE (1346),out,41,2024-10-08,"A loja que fui estava com problema na geladeira, o que causou a desorganização dos produtos.",detrator,-1,"['A', 'loja', 'que', 'fui', 'estava', 'com', 'problema', 'na', 'geladeira', ',', 'o', 'que', 'causou', 'a', 'desorganização', 'dos', 'produtos', '.']","['loja', 'problema', 'geladeira', 'causou', 'desorganização', 'produtos']","['loja', 'problema', 'geladeirar', 'causar', 'desorganização', 'produto']",loja problema geladeira causou desorganização produtos,loja problema geladeirar causar desorganização produto,detrator
2024,L5082-VILA ANDRADE (1346),out,41,2024-10-08,Melhorar os canais de atendimento ao cliente.,detrator,-1,"['Melhorar', 'os', 'canais', 'de', 'atendimento', 'ao', 'cliente', '.']","['melhorar', 'canais', 'atendimento', 'cliente']","['melhorar', 'canal', 'atendimento', 'cliente']",melhorar canais atendimento cliente,melhorar canal atendimento cliente,detrator
2024,L5082-VILA ANDRADE (1346),out,41,2024-10-09,"Infelizmente o a app nao funcionou para mim, e a tive que usar o site.",promotor,1,"['Infelizmente', 'o', 'a', 'app', 'nao', 'funcionou', 'para', 'mim', ',', 'e', 'a', 'tive', 'que', 'usar', 'o', 'site', '.']","['infelizmente', 'app', 'nao', 'funcionou', 'mim', 'usar', 'site']","['infelizmente', 'app', 'nao', 'funcionar', 'eu', 'usar', 'site']",infelizmente app nao funcionou mim usar site,infelizmente app nao funcionar eu usar site,promotor
2024,L5082-VILA ANDRADE (1346),out,41,2024-10-09,"Comprometimento com a realização da entrega, sinto muito, mas os entregadores no meu caso, deixou à desejar. Compro desde 06/2024 , mas no mês dez deu problema, está como se tivesse entregue. Até agora não solucionaram o meu problema. Já é dia 09/10, a entrega estava como dia 04/10. Já liguei, entrei em contato pelo whatsapp e nada.",detrator,-1,"['Comprometimento', 'com', 'a', 'realização', 'da', 'entrega', ',', 'sinto', 'muito', ',', 'mas', 'os', 'entregadores', 'no', 'meu', 'caso', ',', 'deixou', 'à', 'desejar', '.', 'Compro', 'desde', '06/2024', ',', 'mas', 'no', 'mês', 'dez', 'deu', 'problema', ',', 'está', 'como', 'se', 'tivesse', 'entregue', '.', 'Até', 'agora', 'não', 'solucionaram', 'o', 'meu', 'problema', '.', 'Já', 'é', 'dia', '09/10', ',', 'a', 'entrega', 'estava', 'como', 'dia', '04/10', '.', 'Já', 'liguei', ',', 'entrei', 'em', 'contato', 'pelo', 'whatsapp', 'e', 'nada', '.']","['comprometimento', 'realização', 'entrega', 'sinto', 'entregadores', 'caso', 'deixou', 'desejar', 'compro', 'desde', 'mês', 'dez', 'deu', 'problema', 'entregue', 'agora', 'não', 'solucionaram', 'problema', 'dia', 'entrega', 'dia', 'liguei', 'entrei', 'contato', 'whatsapp', 'nada']","['comprometimento', 'realização', 'entregar', 'sinto', 'entregador', 'caso', 'deixar', 'desejar', 'compro', 'desde', 'mês', 'dez', 'dar', 'problema', 'entregar', 'agora', 'não', 'solucionar', 'problema', 'dia', 'entregar', 'dia', 'liguei', 'entrar', 'contato', 'whatsapp', 'nada']",comprometimento realização entrega sinto entregadores caso deixou desejar compro desde mês dez deu problema entregue agora não solucionaram problema dia entrega dia liguei entrei contato whatsapp nada,comprometimento realização entregar sinto entregador caso deixar desejar compro desde mês dez dar problema entregar agora não solucionar problema dia entregar dia liguei entrar contato whatsapp nada,detrator
2024,L5082-VILA ANDRADE (1346),out,41,2024-10-09,"Não entendo bem por isso acontece, mas as vezes quando seleciono algum produto não habilita a entrega qdo vou finalizar, aí tenho que retirar o produto para que a entrada seja habilitada.",detrator,-1,"['Não', 'entendo', 'bem', 'por', 'isso', 'acontece', ',', 'mas', 'as', 'vezes', 'quando', 'seleciono', 'algum', 'produto', 'não', 'habilita', 'a', 'entrega', 'qdo', 'vou', 'finalizar', ',', 'aí', 'tenho', 'que', 'retirar', 'o', 'produto', 'para', 'que', 'a', 'entrada', 'seja', 'habilitada', '.']","['não', 'entendo', 'bem', 'acontece', 'vezes', 'seleciono', 'algum', 'produto', 'não', 'habilita', 'entrega', 'qdo', 'vou', 'finalizar', 'aí', 'retirar', 'produto', 'entrada', 'habilitada']","['não', 'enter', 'bem', 'acontecer', 'vez', 'seleciono', 'algum', 'produto', 'não', 'habilitar', 'entregar', 'qdo', 'ir', 'finalizar', 'aí', 'retirar', 'produto', 'entrada', 'habilitado']",não entendo bem acontece vezes seleciono algum produto não habilita entrega qdo vou finalizar aí retirar produto entrada habilitada,não enter bem acontecer vez seleciono algum produto não habilitar entregar qdo ir finalizar aí retirar produto entrada habilitado,detrator
2024,L5082-VILA ANDRADE (1346),out,41,2024-10-10,"atendimento horrível e vcs nao atendem quando precisamos de ajuda ...
 péssimo e não indico",detrator,-1,"['atendimento', 'horrível', 'e', 'vcs', 'nao', 'atendem', 'quando', 'precisamos', 'de', 'ajuda', '...', 'péssimo', 'e', 'não', 'indico']","['atendimento', 'horrível', 'vcs', 'nao', 'atendem', 'precisamos', 'ajuda', 'péssimo', 'não', 'indico']","['atendimento', 'horrível', 'vcs', 'nao', 'atendir', 'precisamo', 'ajudar', 'péssimo', 'não', 'indico']",atendimento horrível vcs nao atendem precisamos ajuda péssimo não indico,atendimento horrível vcs nao atendir precisamo ajudar péssimo não indico,detrator
2024,L5082-VILA ANDRADE (1346),out,41,2024-10-10,Falta produto e variedade comparando com outras lojas,detrator,-1,"['Falta', 'produto', 'e', 'variedade', 'comparando', 'com', 'outras', 'lojas']","['falta', 'produto', 'variedade', 'comparando', 'outras', 'lojas']","['faltar', 'produto', 'variedade', 'comparar', 'outro', 'loja']",falta produto variedade comparando outras lojas,faltar produto variedade comparar outro loja,detrator
2024,L5082-VILA ANDRADE (1346),out,41,2024-10-11,"A cidade, como um todo, teve infelizmente uma explosão de moradores de rua e pedintes, entretanto, como vou com minha filha pequena aí, fico muito vulnerável, e na última vez tive uma abordagem muito desagradável.
E como todas as vezes tem pedintes, estou começando a não frequentar com a mesma frequência pq estou com minha filha.",detrator,-1,"['A', 'cidade', ',', 'como', 'um', 'todo', ',', 'teve', 'infelizmente', 'uma', 'explosão', 'de', 'moradores', 'de', 'rua', 'e', 'pedintes', ',', 'entretanto', ',', 'como', 'vou', 'com', 'minha', 'filha', 'pequena', 'aí', ',', 'fico', 'muito', 'vulnerável', ',', 'e', 'na', 'última', 'vez', 'tive', 'uma', 'abordagem', 'muito', 'desagradável', '.', 'E', 'como', 'todas', 'as', 'vezes', 'tem', 'pedintes', ',', 'estou', 'começando', 'a', 'não', 'frequentar', 'com', 'a', 'mesma', 'frequência', 'pq', 'estou', 'com', 'minha', 'filha', '.']","['cidade', 'todo', 'infelizmente', 'explosão', 'moradores', 'rua', 'pedintes', 'entretanto', 'vou', 'filha', 'pequena', 'aí', 'fico', 'vulnerável', 'última', 'vez', 'abordagem', 'desagradável', 'todas', 'vezes', 'pedintes', 'começando', 'não', 'frequentar', 'mesma', 'frequência', 'pq', 'filha']","['cidade', 'todo', 'infelizmente', 'explosão', 'morador', 'rua', 'pedinte', 'entretanto', 'ir', 'filha', 'pequeno', 'aí', 'fico', 'vulnerável', 'último', 'vez', 'abordagem', 'desagradável', 'todo', 'vez', 'pedinte', 'começar', 'não', 'frequentar', 'mesmo', 'frequência', 'pq', 'filha']",cidade todo infelizmente explosão moradores rua pedintes entretanto vou filha pequena aí fico vulnerável última vez abordagem desagradável todas vezes pedintes começando não frequentar mesma frequência pq filha,cidade todo infelizmente explosão morador rua pedinte entretanto ir filha pequeno aí fico vulnerável último vez abordagem desagradável todo vez pedinte começar não frequentar mesmo frequência pq filha,detrator
2024,L5082-VILA ANDRADE (1346),out,41,2024-10-11,Pela segunda vez faço compra e não entregam todos os produtos que escolhi,detrator,-1,"['Pela', 'segunda', 'vez', 'faço', 'compra', 'e', 'não', 'entregam', 'todos', 'os', 'produtos', 'que', 'escolhi']","['segunda', 'vez', 'faço', 'compra', 'não', 'entregam', 'todos', 'produtos', 'escolhi']","['segundo', 'vez', 'fazer', 'compra', 'não', 'entregar', 'todo', 'produto', 'escolher']",segunda vez faço compra não entregam todos produtos escolhi,segundo vez fazer compra não entregar todo produto escolher,detrator
2024,L5082-VILA ANDRADE (1346),out,43,2024-10-23,"Deixar os produtos sempre no
Mesmo local, pra que mudar tanto!
    A mudança de funcionário também é frequente, você se acostuma com a pessoa ela sai! Muda de loja etc!",detrator,-1,"['Deixar', 'os', 'produtos', 'sempre', 'no', 'Mesmo', 'local', ',', 'pra', 'que', 'mudar', 'tanto', '!', 'A', 'mudança', 'de', 'funcionário', 'também', 'é', 'frequente', ',', 'você', 'se', 'acostuma', 'com', 'a', 'pessoa', 'ela', 'sai', '!', 'Muda', 'de', 'loja', 'etc', '!']","['deixar', 'produtos', 'sempre', 'local', 'pra', 'mudar', 'tanto', 'mudança', 'funcionário', 'frequente', 'acostuma', 'pessoa', 'sai', 'muda', 'loja', 'etc']","['deixar', 'produto', 'sempre', 'local', 'pra', 'mudar', 'tanto', 'mudança', 'funcionário', 'frequente', 'acostum', 'pessoa', 'sair', 'mudar', 'loja', 'etc']",deixar produtos sempre local pra mudar tanto mudança funcionário frequente acostuma pessoa sai muda loja etc,deixar produto sempre local pra mudar tanto mudança funcionário frequente acostum pessoa sair mudar loja etc,detrator
2024,L5082-VILA ANDRADE (1346),out,43,2024-10-24,"Olá 
Estive ontem na loja. Estava vazia. Não encontrei o produto que precisava e outros 2 clientes que estavam na loja também não.
Os preços estão subindo todas as semanas.
O que continua excelente na loja é o atendimento ????
",neutro,0,"['Olá', 'Estive', 'ontem', 'na', 'loja', '.', 'Estava', 'vazia', '.', 'Não', 'encontrei', 'o', 'produto', 'que', 'precisava', 'e', 'outros', '2', 'clientes', 'que', 'estavam', 'na', 'loja', 'também', 'não', '.', 'Os', 'preços', 'estão', 'subindo', 'todas', 'as', 'semanas', '.', 'O', 'que', 'continua', 'excelente', 'na', 'loja', 'é', 'o', 'atendimento', '?', '?', '?', '?']","['olá', 'ontem', 'loja', 'vazia', 'não', 'encontrei', 'produto', 'precisava', 'outros', 'clientes', 'loja', 'não', 'preços', 'subindo', 'todas', 'semanas', 'continua', 'excelente', 'loja', 'atendimento']","['olá', 'ontem', 'loja', 'vazer', 'não', 'encontrar', 'produto', 'precisar', 'outro', 'cliente', 'lojar', 'não', 'preço', 'subir', 'todo', 'semana', 'continuar', 'excelente', 'loja', 'atendimento']",olá ontem loja vazia não encontrei produto precisava outros clientes loja não preços subindo todas semanas continua excelente loja atendimento,olá ontem loja vazer não encontrar produto precisar outro cliente lojar não preço subir todo semana continuar excelente loja atendimento,neutro
2024,L5082-VILA ANDRADE (1346),out,43,2024-10-27,A peça do “Baby Beef” não está mais disponível na unidade da Vila Andrade. Ela é melhor do que o coração de alcatra e precisa voltar a ser comercializada.,promotor,1,"['A', 'peça', 'do', '“', 'Baby', 'Beef', '”', 'não', 'está', 'mais', 'disponível', 'na', 'unidade', 'da', 'Vila', 'Andrade', '.', 'Ela', 'é', 'melhor', 'do', 'que', 'o', 'coração', 'de', 'alcatra', 'e', 'precisa', 'voltar', 'a', 'ser', 'comercializada', '.']","['peça', 'baby', 'beef', 'não', 'disponível', 'unidade', 'vila', 'andrade', 'melhor', 'coração', 'alcatra', 'precisa', 'voltar', 'comercializada']","['peçar', 'baby', 'beef', 'não', 'disponível', 'unidade', 'vila', 'andrade', 'bom', 'coração', 'alcatrar', 'precisar', 'voltar', 'comercializar']",peça baby beef não disponível unidade vila andrade melhor coração alcatra precisa voltar comercializada,peçar baby beef não disponível unidade vila andrade bom coração alcatrar precisar voltar comercializar,promotor
2024,L5082-VILA ANDRADE (1346),out,43,2024-10-27,"No quesito ""encontrou todos os produtos"" marquei JOINHA mas nesta última vez que fui não tinha a farofa sem pimenta. Mas para mim não é depreciativo, só como onde moro não há loja Swift gostaria de trazer. Tudo ótimo, parabéns.",promotor,1,"['No', 'quesito', '``', 'encontrou', 'todos', 'os', 'produtos', ""''"", 'marquei', 'JOINHA', 'mas', 'nesta', 'última', 'vez', 'que', 'fui', 'não', 'tinha', 'a', 'farofa', 'sem', 'pimenta', '.', 'Mas', 'para', 'mim', 'não', 'é', 'depreciativo', ',', 'só', 'como', 'onde', 'moro', 'não', 'há', 'loja', 'Swift', 'gostaria', 'de', 'trazer', '.', 'Tudo', 'ótimo', ',', 'parabéns', '.']","['quesito', 'encontrou', 'todos', 'produtos', 'marquei', 'joinha', 'nesta', 'última', 'vez', 'não', 'farofa', 'pimenta', 'mim', 'não', 'depreciativo', 'onde', 'moro', 'não', 'loja', 'swift', 'gostaria', 'trazer', 'tudo', 'ótimo', 'parabéns']","['quesito', 'encontrar', 'todo', 'produto', 'marquei', 'joer', 'emeste', 'último', 'vez', 'não', 'farofa', 'pimentar', 'eu', 'não', 'depreciativo', 'onde', 'moro', 'não', 'lojar', 'swift', 'gostar', 'trazer', 'tudo', 'bom', 'parabéns']",quesito encontrou todos produtos marquei joinha nesta última vez não farofa pimenta mim não depreciativo onde moro não loja swift gostaria trazer tudo ótimo parabéns,quesito encontrar todo produto marquei joer emeste último vez não farofa pimentar eu não depreciativo onde moro não lojar swift gostar trazer tudo bom parabéns,promotor
2024,L5082-VILA ANDRADE (1346),out,44,2024-10-31,"Faz algum tempo que nao tenho encontrado File de Tilapia 800 gramas, somente tem sido enviado de 400 gramas.

Outro produto nao encontrado é o pao integral.",neutro,0,"['Faz', 'algum', 'tempo', 'que', 'nao', 'tenho', 'encontrado', 'File', 'de', 'Tilapia', '800', 'gramas', ',', 'somente', 'tem', 'sido', 'enviado', 'de', '400', 'gramas', '.', 'Outro', 'produto', 'nao', 'encontrado', 'é', 'o', 'pao', 'integral', '.']","['faz', 'algum', 'tempo', 'nao', 'encontrado', 'file', 'tilapia', 'gramas', 'somente', 'sido', 'enviado', 'gramas', 'outro', 'produto', 'nao', 'encontrado', 'pao', 'integral']","['fazer', 'algum', 'tempo', 'nao', 'encontrar', 'file', 'tilapia', 'grama', 'somente', 'ser', 'enviar', 'grama', 'outro', 'produto', 'nao', 'encontrar', 'pao', 'integral']",faz algum tempo nao encontrado file tilapia gramas somente sido enviado gramas outro produto nao encontrado pao integral,fazer algum tempo nao encontrar file tilapia grama somente ser enviar grama outro produto nao encontrar pao integral,neutro
2024,L5082-VILA ANDRADE (1346),nov,44,2024-11-01,"Está muito bom, mas sempre pode melhorar.",promotor,1,"['Está', 'muito', 'bom', ',', 'mas', 'sempre', 'pode', 'melhorar', '.']","['bom', 'sempre', 'pode', 'melhorar']","['bom', 'sempre', 'poder', 'melhorar']",bom sempre pode melhorar,bom sempre poder melhorar,promotor
2024,L5082-VILA ANDRADE (1346),nov,45,2024-11-08,nada a melhorar,promotor,1,"['nada', 'a', 'melhorar']","['nada', 'melhorar']","['nada', 'melhorar']",nada melhorar,nada melhorar,promotor
2024,L5082-VILA ANDRADE (1346),nov,46,2024-11-12,Está unidade em pleno domingo cedo parecia estar saqueada. Não tinha nada quase. Principalmente peixes. Molhos tipo maionese pronta. Chimichurri em saché,detrator,-1,"['Está', 'unidade', 'em', 'pleno', 'domingo', 'cedo', 'parecia', 'estar', 'saqueada', '.', 'Não', 'tinha', 'nada', 'quase', '.', 'Principalmente', 'peixes', '.', 'Molhos', 'tipo', 'maionese', 'pronta', '.', 'Chimichurri', 'em', 'saché']","['unidade', 'pleno', 'domingo', 'cedo', 'parecia', 'saqueada', 'não', 'nada', 'quase', 'principalmente', 'peixes', 'molhos', 'tipo', 'maionese', 'pronta', 'chimichurri', 'saché']","['unidade', 'pleno', 'domingo', 'cedo', 'parecer', 'saquear', 'não', 'nada', 'quase', 'principalmente', 'peixe', 'molho', 'tipo', 'maionese', 'pronto', 'chimichurri', 'saché']",unidade pleno domingo cedo parecia saqueada não nada quase principalmente peixes molhos tipo maionese pronta chimichurri saché,unidade pleno domingo cedo parecer saquear não nada quase principalmente peixe molho tipo maionese pronto chimichurri saché,detrator
2024,L5082-VILA ANDRADE (1346),nov,46,2024-11-13,"Poderia acrescentar em suas lojas mais produtos como: Alho triturado, vegetais industrializado, temperos industrializado que usamos em nosso dia dia.",promotor,1,"['Poderia', 'acrescentar', 'em', 'suas', 'lojas', 'mais', 'produtos', 'como', ':', 'Alho', 'triturado', ',', 'vegetais', 'industrializado', ',', 'temperos', 'industrializado', 'que', 'usamos', 'em', 'nosso', 'dia', 'dia', '.']","['poderia', 'acrescentar', 'lojas', 'produtos', 'alho', 'triturado', 'vegetais', 'industrializado', 'temperos', 'industrializado', 'usamos', 'dia', 'dia']","['poder', 'acrescentar', 'loja', 'produto', 'alho', 'triturar', 'vegetal', 'industrializar', 'temperos', 'industrializar', 'usar', 'dia', 'dia']",poderia acrescentar lojas produtos alho triturado vegetais industrializado temperos industrializado usamos dia dia,poder acrescentar loja produto alho triturar vegetal industrializar temperos industrializar usar dia dia,promotor
2024,L5082-VILA ANDRADE (1346),nov,47,2024-11-19,O atendimento já foi melhor!!,neutro,0,"['O', 'atendimento', 'já', 'foi', 'melhor', '!', '!']","['atendimento', 'melhor']","['atendimento', 'melhor']",atendimento melhor,atendimento melhor,neutro
2024,L5082-VILA ANDRADE (1346),nov,47,2024-11-21,"Não encontro o mousse de chocolate de vcs uma pena, muito gostoso",neutro,0,"['Não', 'encontro', 'o', 'mousse', 'de', 'chocolate', 'de', 'vcs', 'uma', 'pena', ',', 'muito', 'gostoso']","['não', 'encontro', 'mousse', 'chocolate', 'vcs', 'pena', 'gostoso']","['não', 'encontro', 'mour', 'chocolate', 'vcs', 'pena', 'gostoso']",não encontro mousse chocolate vcs pena gostoso,não encontro mour chocolate vcs pena gostoso,neutro
2024,L5082-VILA ANDRADE (1346),nov,47,2024-11-22,"O pedido original que fiz pelo site não pode ser entregue por vocês e o alteraram.

Quanto a qualidade gosto muito dos produtos de vocês",neutro,0,"['O', 'pedido', 'original', 'que', 'fiz', 'pelo', 'site', 'não', 'pode', 'ser', 'entregue', 'por', 'vocês', 'e', 'o', 'alteraram', '.', 'Quanto', 'a', 'qualidade', 'gosto', 'muito', 'dos', 'produtos', 'de', 'vocês']","['pedido', 'original', 'fiz', 'site', 'não', 'pode', 'entregue', 'alteraram', 'quanto', 'qualidade', 'gosto', 'produtos']","['pedir', 'original', 'fiz', 'site', 'não', 'poder', 'entregar', 'alterar', 'quanto', 'qualidade', 'gostar', 'produto']",pedido original fiz site não pode entregue alteraram quanto qualidade gosto produtos,pedir original fiz site não poder entregar alterar quanto qualidade gostar produto,neutro
2024,L5082-VILA ANDRADE (1346),dez,48,2024-12-01,No sábado não tinha quase nada na loja,neutro,0,"['No', 'sábado', 'não', 'tinha', 'quase', 'nada', 'na', 'loja']","['sábado', 'não', 'quase', 'nada', 'loja']","['sábado', 'não', 'quase', 'nada', 'lojar']",sábado não quase nada loja,sábado não quase nada lojar,neutro
2024,L5082-VILA ANDRADE (1346),dez,49,2024-12-02,"Não tinha o frango desfiado, nem as tulipas e coxinhas da asa.",neutro,0,"['Não', 'tinha', 'o', 'frango', 'desfiado', ',', 'nem', 'as', 'tulipas', 'e', 'coxinhas', 'da', 'asa', '.']","['não', 'frango', 'desfiado', 'tulipas', 'coxinhas', 'asa']","['não', 'frango', 'desfiar', 'tulipa', 'coxinha', 'asa']",não frango desfiado tulipas coxinhas asa,não frango desfiar tulipa coxinha asa,neutro
2024,L5082-VILA ANDRADE (1346),dez,49,2024-12-02,Pedido teve muito atraso e não foi possível entrar em contato com o suporte após as 19h,detrator,-1,"['Pedido', 'teve', 'muito', 'atraso', 'e', 'não', 'foi', 'possível', 'entrar', 'em', 'contato', 'com', 'o', 'suporte', 'após', 'as', '19h']","['pedido', 'atraso', 'não', 'possível', 'entrar', 'contato', 'suporte', 'após']","['pedir', 'atraso', 'não', 'possível', 'entrar', 'contato', 'suporte', 'após']",pedido atraso não possível entrar contato suporte após,pedir atraso não possível entrar contato suporte após,detrator
2024,L5082-VILA ANDRADE (1346),dez,49,2024-12-04,"Ta tudo ótimo 
Se baixar taxa de entrega melhor ainda",promotor,1,"['Ta', 'tudo', 'ótimo', 'Se', 'baixar', 'taxa', 'de', 'entrega', 'melhor', 'ainda']","['ta', 'tudo', 'ótimo', 'baixar', 'taxa', 'entrega', 'melhor', 'ainda']","['ta', 'tudo', 'bom', 'baixar', 'taxa', 'entregar', 'bom', 'ainda']",ta tudo ótimo baixar taxa entrega melhor ainda,ta tudo bom baixar taxa entregar bom ainda,promotor
2024,L5082-VILA ANDRADE (1346),dez,50,2024-12-09,"O site buga completamente se um produto não está disponivel. Não da pra saber qual é o produto que está faltando. Descobri que se o valor do pedido não alterar ao adicionar o produto no carrinho, é esse qu está faltando, mesmo indicando que está disponível no site. 
Fiz o pedido pelo whatsapp, porque pelo site está impossível... Solicitei a entrega em 3 horas, e tive que entrar em contato para confirmar a entrega, pois ja se aproximava do prazo final e não tinha nem sido faturado. Ao entrar em contato, fui muito bem atendido e a analista entrou em contato com a loja, que somente então começou a preparar meu pedido e faturar. Se eu tiver que entrar em contato com a loja pra isso toda vez (não é a primeira vez que ocorre), melhor eu ir pessoalmente a loja.",detrator,-1,"['O', 'site', 'buga', 'completamente', 'se', 'um', 'produto', 'não', 'está', 'disponivel', '.', 'Não', 'da', 'pra', 'saber', 'qual', 'é', 'o', 'produto', 'que', 'está', 'faltando', '.', 'Descobri', 'que', 'se', 'o', 'valor', 'do', 'pedido', 'não', 'alterar', 'ao', 'adicionar', 'o', 'produto', 'no', 'carrinho', ',', 'é', 'esse', 'qu', 'está', 'faltando', ',', 'mesmo', 'indicando', 'que', 'está', 'disponível', 'no', 'site', '.', 'Fiz', 'o', 'pedido', 'pelo', 'whatsapp', ',', 'porque', 'pelo', 'site', 'está', 'impossível', '...', 'Solicitei', 'a', 'entrega', 'em', '3', 'horas', ',', 'e', 'tive', 'que', 'entrar', 'em', 'contato', 'para', 'confirmar', 'a', 'entrega', ',', 'pois', 'ja', 'se', 'aproximava', 'do', 'prazo', 'final', 'e', 'não', 'tinha', 'nem', 'sido', 'faturado', '.', 'Ao', 'entrar', 'em', 'contato', ',', 'fui', 'muito', 'bem', 'atendido', 'e', 'a', 'analista', 'entrou', 'em', 'contato', 'com', 'a', 'loja', ',', 'que', 'somente', 'então', 'começou', 'a', 'preparar', 'meu', 'pedido', 'e', 'faturar', '.', 'Se', 'eu', 'tiver', 'que', 'entrar', 'em', 'contato', 'com', 'a', 'loja', 'pra', 'isso', 'toda', 'vez', '(', 'não', 'é', 'a', 'primeira', 'vez', 'que', 'ocorre', ')', ',', 'melhor', 'eu', 'ir', 'pessoalmente', 'a', 'loja', '.']","['site', 'buga', 'completamente', 'produto', 'não', 'disponivel', 'não', 'pra', 'saber', 'produto', 'faltando', 'descobri', 'valor', 'pedido', 'não', 'alterar', 'adicionar', 'produto', 'carrinho', 'qu', 'faltando', 'indicando', 'disponível', 'site', 'fiz', 'pedido', 'whatsapp', 'porque', 'site', 'impossível', 'solicitei', 'entrega', 'horas', 'entrar', 'contato', 'confirmar', 'entrega', 'pois', 'ja', 'aproximava', 'prazo', 'final', 'não', 'sido', 'faturado', 'entrar', 'contato', 'bem', 'atendido', 'analista', 'entrou', 'contato', 'loja', 'somente', 'então', 'começou', 'preparar', 'pedido', 'faturar', 'entrar', 'contato', 'loja', 'pra', 'toda', 'vez', 'não', 'primeira', 'vez', 'ocorre', 'melhor', 'ir', 'pessoalmente', 'loja']","['site', 'buga', 'completamente', 'produto', 'não', 'disponivel', 'não', 'pra', 'saber', 'produto', 'faltar', 'descobrir', 'valor', 'pedir', 'não', 'alterar', 'adicionar', 'produto', 'carrinho', 'qu', 'faltar', 'indicar', 'disponível', 'site', 'fiz', 'pedir', 'whatsapp', 'porque', 'site', 'impossível', 'solicitar', 'entrega', 'hora', 'entrar', 'contato', 'confirmar', 'entregar', 'pois', 'ja', 'aproximar', 'prazo', 'final', 'não', 'ser', 'faturar', 'entrar', 'contato', 'bem', 'atender', 'analista', 'entrar', 'contato', 'loja', 'somente', 'então', 'começar', 'preparar', 'pedir', 'faturar', 'entrar', 'contato', 'loja', 'pra', 'todo', 'vez', 'não', 'primeiro', 'vez', 'ocorrer', 'bom', 'ir', 'pessoalmente', 'loja']",site buga completamente produto não disponivel não pra saber produto faltando descobri valor pedido não alterar adicionar produto carrinho qu faltando indicando disponível site fiz pedido whatsapp porque site impossível solicitei entrega horas entrar contato confirmar entrega pois ja aproximava prazo final não sido faturado entrar contato bem atendido analista entrou contato loja somente então começou preparar pedido faturar entrar contato loja pra toda vez não primeira vez ocorre melhor ir pessoalmente loja,site buga completamente produto não disponivel não pra saber produto faltar descobrir valor pedir não alterar adicionar produto carrinho qu faltar indicar disponível site fiz pedir whatsapp porque site impossível solicitar entrega hora entrar contato confirmar entregar pois ja aproximar prazo final não ser faturar entrar contato bem atender analista entrar contato loja somente então começar preparar pedir faturar entrar contato loja pra todo vez não primeiro vez ocorrer bom ir pessoalmente loja,detrator
2024,L5082-VILA ANDRADE (1346),dez,50,2024-12-10,Colocar  alguns  itens  com maior peso..,promotor,1,"['Colocar', 'alguns', 'itens', 'com', 'maior', 'peso', '..']","['colocar', 'alguns', 'itens', 'maior', 'peso']","['colocar', 'algum', 'item', 'grande', 'peso']",colocar alguns itens maior peso,colocar algum item grande peso,promotor
2024,L5082-VILA ANDRADE (1346),dez,50,2024-12-10,3 vez que agendo a entrega e não entrega,detrator,-1,"['3', 'vez', 'que', 'agendo', 'a', 'entrega', 'e', 'não', 'entrega']","['vez', 'agendo', 'entrega', 'não', 'entrega']","['vez', 'ager', 'entrega', 'não', 'entregar']",vez agendo entrega não entrega,vez ager entrega não entregar,detrator
2024,L5082-VILA ANDRADE (1346),dez,50,2024-12-11,Subiu um pouco os preços ! Poderiam manter,promotor,1,"['Subiu', 'um', 'pouco', 'os', 'preços', '!', 'Poderiam', 'manter']","['subiu', 'pouco', 'preços', 'poderiam', 'manter']","['subir', 'pouco', 'preço', 'poder', 'manter']",subiu pouco preços poderiam manter,subir pouco preço poder manter,promotor
2024,L5082-VILA ANDRADE (1346),dez,50,2024-12-13,"Algum programa de fidelidade, com descontos progressivos",promotor,1,"['Algum', 'programa', 'de', 'fidelidade', ',', 'com', 'descontos', 'progressivos']","['algum', 'programa', 'fidelidade', 'descontos', 'progressivos']","['algum', 'programa', 'fidelidade', 'desconto', 'progressivo']",algum programa fidelidade descontos progressivos,algum programa fidelidade desconto progressivo,promotor
2024,L5082-VILA ANDRADE (1346),dez,51,2024-12-16,Estender um pouco o horário nos finais de semana.,promotor,1,"['Estender', 'um', 'pouco', 'o', 'horário', 'nos', 'finais', 'de', 'semana', '.']","['estender', 'pouco', 'horário', 'finais', 'semana']","['estender', 'pouco', 'horário', 'final', 'semana']",estender pouco horário finais semana,estender pouco horário final semana,promotor
