Ano,Centro,Mes,Semana,Data Avaliação,Comentario,classificacao,NPS,tokens_nltk,tokens_limpos,tokens_lematizados,comentario_limpo,comentario_lematizado,categoria_nps
2024,L5082-VILA ANDRADE (1346),jan,1,2024-01-01,"Maior variedade, não tinha tudo o que eu procurava , apesar de muitas opções.",promotor,1,"['Maior', 'variedade', ',', 'não', 'tinha', 'tudo', 'o', 'que', 'eu', 'procurava', ',', 'apesar', 'de', 'muitas', 'opções', '.']","['maior', 'variedade', 'não', 'tudo', 'procurava', 'apesar', 'muitas', 'opções']","['grande', 'variedade', 'não', 'tudo', 'procurar', 'apesar', 'muito', 'opção']",maior variedade não tudo procurava apesar muitas opções,grande variedade não tudo procurar apesar muito opção,promotor
2024,L5082-VILA ANDRADE (1346),jan,1,2024-01-02,Nada a declarar,promotor,1,"['Nada', 'a', 'declarar']","['nada', 'declarar']","['nada', 'declarar']",nada declarar,nada declarar,promotor
2024,L5082-VILA ANDRADE (1346),jan,1,2024-01-02,Tudo certinho por enquanto tah ótimo.,promotor,1,"['Tudo', 'certinho', 'por', 'enquanto', 'tah', 'ótimo', '.']","['tudo', 'certinho', 'enquanto', 'tah', 'ótimo']","['tudo', 'certinho', 'enquanto', 'tah', 'bom']",tudo certinho enquanto tah ótimo,tudo certinho enquanto tah bom,promotor
2024,L5082-VILA ANDRADE (1346),jan,1,2024-01-02,Eu procurei paleta de cabrito mss a Swift nao tem!,neutro,0,"['Eu', 'procurei', 'paleta', 'de', 'cabrito', 'mss', 'a', 'Swift', 'nao', 'tem', '!']","['procurei', 'paleta', 'cabrito', 'mss', 'swift', 'nao']","['procurar', 'paleta', 'cabrito', 'mss', 'swift', 'nao']",procurei paleta cabrito mss swift nao,procurar paleta cabrito mss swift nao,neutro
2024,L5082-VILA ANDRADE (1346),jan,1,2024-01-03,Sempre sou muito bem atendida nesta loja.,promotor,1,"['Sempre', 'sou', 'muito', 'bem', 'atendida', 'nesta', 'loja', '.']","['sempre', 'bem', 'atendida', 'nesta', 'loja']","['sempre', 'bem', 'atendido', 'emeste', 'loja']",sempre bem atendida nesta loja,sempre bem atendido emeste loja,promotor
2024,L5082-VILA ANDRADE (1346),jan,1,2024-01-05,"Apenas gostaria de saber o motivo que ao escolher a loja para efetuar e retirar o pedido,não aparece a Loja Panamby que é ao lado da minha casa. Tenho que retirar na Loja Vila Andrade!!;Vocês podem me esclarecer isso, por favor!;Obrigado",promotor,1,"['Apenas', 'gostaria', 'de', 'saber', 'o', 'motivo', 'que', 'ao', 'escolher', 'a', 'loja', 'para', 'efetuar', 'e', 'retirar', 'o', 'pedido', ',', 'não', 'aparece', 'a', 'Loja', 'Panamby', 'que', 'é', 'ao', 'lado', 'da', 'minha', 'casa', '.', 'Tenho', 'que', 'retirar', 'na', 'Loja', 'Vila', 'Andrade', '!', '!', ';', 'Vocês', 'podem', 'me', 'esclarecer', 'isso', ',', 'por', 'favor', '!', ';', 'Obrigado']","['apenas', 'gostaria', 'saber', 'motivo', 'escolher', 'loja', 'efetuar', 'retirar', 'pedido', 'não', 'aparece', 'loja', 'panamby', 'lado', 'casa', 'retirar', 'loja', 'vila', 'andrade', 'podem', 'esclarecer', 'favor', 'obrigado']","['apenas', 'gostar', 'saber', 'motivo', 'escolher', 'loja', 'efetuar', 'retirar', 'pedir', 'não', 'aparecer', 'loja', 'panamby', 'lado', 'casa', 'retirar', 'loja', 'vila', 'andrade', 'poder', 'esclarecer', 'favor', 'obrigar']",apenas gostaria saber motivo escolher loja efetuar retirar pedido não aparece loja panamby lado casa retirar loja vila andrade podem esclarecer favor obrigado,apenas gostar saber motivo escolher loja efetuar retirar pedir não aparecer loja panamby lado casa retirar loja vila andrade poder esclarecer favor obrigar,promotor
2024,L5082-VILA ANDRADE (1346),jan,2,2024-01-08,"Adoro a marca, estratégia, preço, atendimento. Continuem nessa linha de facilitar a vida das pessoas, porém com qualidade.",promotor,1,"['Adoro', 'a', 'marca', ',', 'estratégia', ',', 'preço', ',', 'atendimento', '.', 'Continuem', 'nessa', 'linha', 'de', 'facilitar', 'a', 'vida', 'das', 'pessoas', ',', 'porém', 'com', 'qualidade', '.']","['adoro', 'marca', 'estratégia', 'preço', 'atendimento', 'continuem', 'nessa', 'linha', 'facilitar', 'vida', 'pessoas', 'porém', 'qualidade']","['adorar', 'marcar', 'estratégia', 'preço', 'atendimento', 'continuar', 'emesse', 'linha', 'facilitar', 'vida', 'pessoa', 'porém', 'qualidade']",adoro marca estratégia preço atendimento continuem nessa linha facilitar vida pessoas porém qualidade,adorar marcar estratégia preço atendimento continuar emesse linha facilitar vida pessoa porém qualidade,promotor
2024,L5082-VILA ANDRADE (1346),jan,2,2024-01-08,Ter mais produtos em promoção,promotor,1,"['Ter', 'mais', 'produtos', 'em', 'promoção']","['produtos', 'promoção']","['produto', 'promoção']",produtos promoção,produto promoção,promotor
2024,L5082-VILA ANDRADE (1346),jan,2,2024-01-09,O atendimento da equipe é diferenciado,promotor,1,"['O', 'atendimento', 'da', 'equipe', 'é', 'diferenciado']","['atendimento', 'equipe', 'diferenciado']","['atendimento', 'equipe', 'diferenciar']",atendimento equipe diferenciado,atendimento equipe diferenciar,promotor
2024,L5082-VILA ANDRADE (1346),jan,2,2024-01-14,Adoooro!!! Atendimento Maravilhoso 🥰,promotor,1,"['Adoooro', '!', '!', '!', 'Atendimento', 'Maravilhoso', '🥰']","['adoooro', 'atendimento', 'maravilhoso']","['adoooro', 'atendimento', 'maravilhoso']",adoooro atendimento maravilhoso,adoooro atendimento maravilhoso,promotor
2024,L5082-VILA ANDRADE (1346),jan,3,2024-01-15,Tudo excelente! Sem comentarios!,promotor,1,"['Tudo', 'excelente', '!', 'Sem', 'comentarios', '!']","['tudo', 'excelente', 'comentarios']","['tudo', 'excelente', 'comentario']",tudo excelente comentarios,tudo excelente comentario,promotor
2024,L5082-VILA ANDRADE (1346),jan,3,2024-01-17,"""Abrir"" novas lojas fora de SP. Exemplo: Rio de Janeiro",promotor,1,"['``', 'Abrir', ""''"", 'novas', 'lojas', 'fora', 'de', 'SP', '.', 'Exemplo', ':', 'Rio', 'de', 'Janeiro']","['abrir', 'novas', 'lojas', 'sp', 'exemplo', 'rio', 'janeiro']","['abrir', 'novo', 'loja', 'sp', 'exemplo', 'rio', 'janeirer']",abrir novas lojas sp exemplo rio janeiro,abrir novo loja sp exemplo rio janeirer,promotor
2024,L5082-VILA ANDRADE (1346),jan,3,2024-01-17,"Os bifes da carne bovina já foram melhores. Não concordo com o peso não ser de 1kg, a carne apresenta muitos nervos(inclusive bifes de alcatra) e compro raramente este tipo de carne, já que o custo x beneficio não é dos melhores. Os preços tbém aumentaram muito, no açougue a carne apresenta redução de preço e na swift dificilmente. Já foi bem melhor.",neutro,0,"['Os', 'bifes', 'da', 'carne', 'bovina', 'já', 'foram', 'melhores', '.', 'Não', 'concordo', 'com', 'o', 'peso', 'não', 'ser', 'de', '1kg', ',', 'a', 'carne', 'apresenta', 'muitos', 'nervos', '(', 'inclusive', 'bifes', 'de', 'alcatra', ')', 'e', 'compro', 'raramente', 'este', 'tipo', 'de', 'carne', ',', 'já', 'que', 'o', 'custo', 'x', 'beneficio', 'não', 'é', 'dos', 'melhores', '.', 'Os', 'preços', 'tbém', 'aumentaram', 'muito', ',', 'no', 'açougue', 'a', 'carne', 'apresenta', 'redução', 'de', 'preço', 'e', 'na', 'swift', 'dificilmente', '.', 'Já', 'foi', 'bem', 'melhor', '.']","['bifes', 'carne', 'bovina', 'melhores', 'não', 'concordo', 'peso', 'não', 'carne', 'apresenta', 'muitos', 'nervos', 'inclusive', 'bifes', 'alcatra', 'compro', 'raramente', 'tipo', 'carne', 'custo', 'beneficio', 'não', 'melhores', 'preços', 'tbém', 'aumentaram', 'açougue', 'carne', 'apresenta', 'redução', 'preço', 'swift', 'dificilmente', 'bem', 'melhor']","['bifes', 'carne', 'bovino', 'bom', 'não', 'concordo', 'peso', 'não', 'carne', 'apresentar', 'muito', 'nervo', 'inclusive', 'bifes', 'alcatra', 'compro', 'raramente', 'tipo', 'carne', 'custo', 'beneficio', 'não', 'bom', 'preço', 'tbém', 'aumentar', 'açouguar', 'carne', 'apresentar', 'redução', 'preço', 'swift', 'dificilmente', 'bem', 'bom']",bifes carne bovina melhores não concordo peso não carne apresenta muitos nervos inclusive bifes alcatra compro raramente tipo carne custo beneficio não melhores preços tbém aumentaram açougue carne apresenta redução preço swift dificilmente bem melhor,bifes carne bovino bom não concordo peso não carne apresentar muito nervo inclusive bifes alcatra compro raramente tipo carne custo beneficio não bom preço tbém aumentar açouguar carne apresentar redução preço swift dificilmente bem bom,neutro
2024,L5082-VILA ANDRADE (1346),jan,3,2024-01-18,Melhorar os preços,promotor,1,"['Melhorar', 'os', 'preços']","['melhorar', 'preços']","['melhorar', 'preço']",melhorar preços,melhorar preço,promotor
2024,L5082-VILA ANDRADE (1346),jan,3,2024-01-18,"Ofertar as ""panelinhas e tigelinhas"" (vazias, vindas da fábrica) dos produtos ""prontos para consumo"", como brinde para clientes fidelizados...",promotor,1,"['Ofertar', 'as', '``', 'panelinhas', 'e', 'tigelinhas', ""''"", '(', 'vazias', ',', 'vindas', 'da', 'fábrica', ')', 'dos', 'produtos', '``', 'prontos', 'para', 'consumo', ""''"", ',', 'como', 'brinde', 'para', 'clientes', 'fidelizados', '...']","['ofertar', 'panelinhas', 'tigelinhas', 'vazias', 'vindas', 'fábrica', 'produtos', 'prontos', 'consumo', 'brinde', 'clientes', 'fidelizados']","['ofertar', 'panelinha', 'tigelinho', 'vazio', 'vindas', 'fábrico', 'produto', 'pronto', 'consumo', 'brinde', 'cliente', 'fidelizar']",ofertar panelinhas tigelinhas vazias vindas fábrica produtos prontos consumo brinde clientes fidelizados,ofertar panelinha tigelinho vazio vindas fábrico produto pronto consumo brinde cliente fidelizar,promotor
2024,L5082-VILA ANDRADE (1346),jan,3,2024-01-18,Qdo fui estavam em falta vários produtos,promotor,1,"['Qdo', 'fui', 'estavam', 'em', 'falta', 'vários', 'produtos']","['qdo', 'falta', 'vários', 'produtos']","['qdo', 'falta', 'vários', 'produto']",qdo falta vários produtos,qdo falta vários produto,promotor
2024,L5082-VILA ANDRADE (1346),jan,3,2024-01-18,Top demais a loja,promotor,1,"['Top', 'demais', 'a', 'loja']","['top', 'demais', 'loja']","['top', 'demais', 'loja']",top demais loja,top demais loja,promotor
2024,L5082-VILA ANDRADE (1346),jan,3,2024-01-19,"Nós cortes, como acém picado na hora que coloca na panela ele diminui.na verdade ele some.",neutro,0,"['Nós', 'cortes', ',', 'como', 'acém', 'picado', 'na', 'hora', 'que', 'coloca', 'na', 'panela', 'ele', 'diminui.na', 'verdade', 'ele', 'some', '.']","['cortes', 'acém', 'picado', 'hora', 'coloca', 'panela', 'diminuina', 'verdade', 'some']","['cortes', 'acém', 'picar', 'hora', 'colocar', 'panela', 'diminuina', 'verdade', 'sumir']",cortes acém picado hora coloca panela diminuina verdade some,cortes acém picar hora colocar panela diminuina verdade sumir,neutro
2024,L5082-VILA ANDRADE (1346),jan,4,2024-01-26,"em nada esta tudo ótimo, estão todos de parabéns pela loja da Vila Andrade!!!!!",promotor,1,"['em', 'nada', 'esta', 'tudo', 'ótimo', ',', 'estão', 'todos', 'de', 'parabéns', 'pela', 'loja', 'da', 'Vila', 'Andrade', '!', '!', '!', '!', '!']","['nada', 'tudo', 'ótimo', 'todos', 'parabéns', 'loja', 'vila', 'andrade']","['nada', 'tudo', 'ótimo', 'todo', 'parabéns', 'loja', 'vila', 'andrade']",nada tudo ótimo todos parabéns loja vila andrade,nada tudo ótimo todo parabéns loja vila andrade,promotor
2024,L5082-VILA ANDRADE (1346),jan,5,2024-01-29,Ainda ha pratos prontos que podemos ser criados.,promotor,1,"['Ainda', 'ha', 'pratos', 'prontos', 'que', 'podemos', 'ser', 'criados', '.']","['ainda', 'ha', 'pratos', 'prontos', 'podemos', 'criados']","['ainda', 'ha', 'prato', 'pronto', 'poder', 'criar']",ainda ha pratos prontos podemos criados,ainda ha prato pronto poder criar,promotor
2024,L5082-VILA ANDRADE (1346),jan,5,2024-01-29,Faltou os produtos veganos na loja onde fui.,promotor,1,"['Faltou', 'os', 'produtos', 'veganos', 'na', 'loja', 'onde', 'fui', '.']","['faltou', 'produtos', 'veganos', 'loja', 'onde']","['faltar', 'produto', 'vegano', 'loja', 'onde']",faltou produtos veganos loja onde,faltar produto vegano loja onde,promotor
2024,L5082-VILA ANDRADE (1346),jan,5,2024-01-29,Gostamos muito da unidade da Vila Andrade,promotor,1,"['Gostamos', 'muito', 'da', 'unidade', 'da', 'Vila', 'Andrade']","['gostamos', 'unidade', 'vila', 'andrade']","['gostamo', 'unidade', 'vila', 'andrade']",gostamos unidade vila andrade,gostamo unidade vila andrade,promotor
2024,L5082-VILA ANDRADE (1346),jan,5,2024-01-29,Preço do Kg está acima do mercado.,promotor,1,"['Preço', 'do', 'Kg', 'está', 'acima', 'do', 'mercado', '.']","['preço', 'kg', 'acima', 'mercado']","['preçar', 'kg', 'acima', 'mercado']",preço kg acima mercado,preçar kg acima mercado,promotor
2024,L5082-VILA ANDRADE (1346),fev,5,2024-02-01,Até que não está ruim da forma que está.;Mas é sempre bom continuar A busca da melhoria.;Procurando diversificar um pouco mais a linha de produtos e sempre ter promoções nos preços.,promotor,1,"['Até', 'que', 'não', 'está', 'ruim', 'da', 'forma', 'que', 'está', '.', ';', 'Mas', 'é', 'sempre', 'bom', 'continuar', 'A', 'busca', 'da', 'melhoria', '.', ';', 'Procurando', 'diversificar', 'um', 'pouco', 'mais', 'a', 'linha', 'de', 'produtos', 'e', 'sempre', 'ter', 'promoções', 'nos', 'preços', '.']","['não', 'ruim', 'forma', 'sempre', 'bom', 'continuar', 'busca', 'melhoria', 'procurando', 'diversificar', 'pouco', 'linha', 'produtos', 'sempre', 'promoções', 'preços']","['não', 'ruim', 'forma', 'sempre', 'bom', 'continuar', 'busca', 'melhorio', 'procurar', 'diversificar', 'pouco', 'linha', 'produto', 'sempre', 'promoção', 'preço']",não ruim forma sempre bom continuar busca melhoria procurando diversificar pouco linha produtos sempre promoções preços,não ruim forma sempre bom continuar busca melhorio procurar diversificar pouco linha produto sempre promoção preço,promotor
2024,L5082-VILA ANDRADE (1346),fev,5,2024-02-01,Colocando vale refeição disponível como forma de  pagamento,promotor,1,"['Colocando', 'vale', 'refeição', 'disponível', 'como', 'forma', 'de', 'pagamento']","['colocando', 'vale', 'refeição', 'disponível', 'forma', 'pagamento']","['colocar', 'valer', 'refeição', 'disponível', 'forma', 'pagamento']",colocando vale refeição disponível forma pagamento,colocar valer refeição disponível forma pagamento,promotor
2024,L5082-VILA ANDRADE (1346),fev,5,2024-02-01,Preço mais barato,promotor,1,"['Preço', 'mais', 'barato']","['preço', 'barato']","['preço', 'barato']",preço barato,preço barato,promotor
2024,L5082-VILA ANDRADE (1346),fev,5,2024-02-01,Nossa vcs aumentaram os preço antes esta um pouco melhor...;,neutro,0,"['Nossa', 'vcs', 'aumentaram', 'os', 'preço', 'antes', 'esta', 'um', 'pouco', 'melhor', '...', ';']","['vcs', 'aumentaram', 'preço', 'antes', 'pouco', 'melhor']","['vcs', 'aumentar', 'preço', 'antes', 'pouco', 'bom']",vcs aumentaram preço antes pouco melhor,vcs aumentar preço antes pouco bom,neutro
2024,L5082-VILA ANDRADE (1346),fev,5,2024-02-01,"Precisa ajustar os site e o app para efetuar os pedidos, mas pelo whatapp foi mais eficiente.",neutro,0,"['Precisa', 'ajustar', 'os', 'site', 'e', 'o', 'app', 'para', 'efetuar', 'os', 'pedidos', ',', 'mas', 'pelo', 'whatapp', 'foi', 'mais', 'eficiente', '.']","['precisa', 'ajustar', 'site', 'app', 'efetuar', 'pedidos', 'whatapp', 'eficiente']","['precisar', 'ajustar', 'site', 'app', 'efetuar', 'pedido', 'whatapp', 'eficiente']",precisa ajustar site app efetuar pedidos whatapp eficiente,precisar ajustar site app efetuar pedido whatapp eficiente,neutro
2024,L5082-VILA ANDRADE (1346),fev,5,2024-02-02,"Nada a acrescentar, adoro !",promotor,1,"['Nada', 'a', 'acrescentar', ',', 'adoro', '!']","['nada', 'acrescentar', 'adoro']","['nada', 'acrescentar', 'adoro']",nada acrescentar adoro,nada acrescentar adoro,promotor
2024,L5082-VILA ANDRADE (1346),fev,6,2024-02-08,Continuar com variedade e oferecer receitas,promotor,1,"['Continuar', 'com', 'variedade', 'e', 'oferecer', 'receitas']","['continuar', 'variedade', 'oferecer', 'receitas']","['continuar', 'variedade', 'oferecer', 'receita']",continuar variedade oferecer receitas,continuar variedade oferecer receita,promotor
2024,L5082-VILA ANDRADE (1346),fev,7,2024-02-12,"Comprei uma peça de carne para assar e metade dela era gordura pura. Foram 65,00 pro lixo.",neutro,0,"['Comprei', 'uma', 'peça', 'de', 'carne', 'para', 'assar', 'e', 'metade', 'dela', 'era', 'gordura', 'pura', '.', 'Foram', '65,00', 'pro', 'lixo', '.']","['comprei', 'peça', 'carne', 'assar', 'metade', 'gordura', 'pura', 'pro', 'lixo']","['comprei', 'peça', 'carne', 'assar', 'metade', 'gorduro', 'puro', 'pro', 'lixo']",comprei peça carne assar metade gordura pura pro lixo,comprei peça carne assar metade gorduro puro pro lixo,neutro
2024,L5082-VILA ANDRADE (1346),fev,7,2024-02-13,"Olá está tudo bem, e ótimo atendentes supr 10.",promotor,1,"['Olá', 'está', 'tudo', 'bem', ',', 'e', 'ótimo', 'atendentes', 'supr', '10', '.']","['olá', 'tudo', 'bem', 'ótimo', 'atendentes', 'supr']","['olá', 'tudo', 'bem', 'ótimo', 'atendente', 'supr']",olá tudo bem ótimo atendentes supr,olá tudo bem ótimo atendente supr,promotor
2024,L5082-VILA ANDRADE (1346),fev,7,2024-02-14,"No dia que estive lá, tinha muita falta de produto.",promotor,1,"['No', 'dia', 'que', 'estive', 'lá', ',', 'tinha', 'muita', 'falta', 'de', 'produto', '.']","['dia', 'lá', 'muita', 'falta', 'produto']","['dia', 'lá', 'muito', 'falta', 'produto']",dia lá muita falta produto,dia lá muito falta produto,promotor
2024,L5082-VILA ANDRADE (1346),fev,7,2024-02-16,sempre um ótimo atendimento,promotor,1,"['sempre', 'um', 'ótimo', 'atendimento']","['sempre', 'ótimo', 'atendimento']","['sempre', 'bom', 'atendimento']",sempre ótimo atendimento,sempre bom atendimento,promotor
2024,L5082-VILA ANDRADE (1346),fev,7,2024-02-18,Divulgar toda semana uma oferta pelo Instagram ou Facebook,promotor,1,"['Divulgar', 'toda', 'semana', 'uma', 'oferta', 'pelo', 'Instagram', 'ou', 'Facebook']","['divulgar', 'toda', 'semana', 'oferta', 'instagram', 'facebook']","['divulgar', 'todo', 'semana', 'oferta', 'instagr', 'facebook']",divulgar toda semana oferta instagram facebook,divulgar todo semana oferta instagr facebook,promotor
2024,L5082-VILA ANDRADE (1346),fev,7,2024-02-18,"Só tive problema! Paguei a taxa para ser entregue rápido pq estava com visita e acabou que não foi entregue no mesmo dia, acabei cancelando.",detrator,-1,"['Só', 'tive', 'problema', '!', 'Paguei', 'a', 'taxa', 'para', 'ser', 'entregue', 'rápido', 'pq', 'estava', 'com', 'visita', 'e', 'acabou', 'que', 'não', 'foi', 'entregue', 'no', 'mesmo', 'dia', ',', 'acabei', 'cancelando', '.']","['problema', 'paguei', 'taxa', 'entregue', 'rápido', 'pq', 'visita', 'acabou', 'não', 'entregue', 'dia', 'acabei', 'cancelando']","['problema', 'paguei', 'taxa', 'entregar', 'rápido', 'pq', 'visita', 'acabar', 'não', 'entregar', 'dia', 'acabar', 'cancelar']",problema paguei taxa entregue rápido pq visita acabou não entregue dia acabei cancelando,problema paguei taxa entregar rápido pq visita acabar não entregar dia acabar cancelar,detrator
2024,L5082-VILA ANDRADE (1346),fev,9,2024-02-28,"""Poderia enviar frete grátis """,promotor,1,"['``', 'Poderia', 'enviar', 'frete', 'grátis', '``']","['poderia', 'enviar', 'frete', 'grátis']","['poder', 'enviar', 'frete', 'grátis']",poderia enviar frete grátis,poder enviar frete grátis,promotor
2024,L5082-VILA ANDRADE (1346),fev,9,2024-02-28,"""Me senti enganada, comprei um pacote de camarão eviscerado, portanto mais caro.  Minha surpresa: o camarão não era eviscerado, me senti enganada.""",detrator,-1,"['``', 'Me', 'senti', 'enganada', ',', 'comprei', 'um', 'pacote', 'de', 'camarão', 'eviscerado', ',', 'portanto', 'mais', 'caro', '.', 'Minha', 'surpresa', ':', 'o', 'camarão', 'não', 'era', 'eviscerado', ',', 'me', 'senti', 'enganada', '.', ""''""]","['senti', 'enganada', 'comprei', 'pacote', 'camarão', 'eviscerado', 'portanto', 'caro', 'surpresa', 'camarão', 'não', 'eviscerado', 'senti', 'enganada']","['sentir', 'enganar', 'comprei', 'pacote', 'camar', 'eviscerar', 'portanto', 'caro', 'surpresa', 'camar', 'não', 'eviscerar', 'sentir', 'enganar']",senti enganada comprei pacote camarão eviscerado portanto caro surpresa camarão não eviscerado senti enganada,sentir enganar comprei pacote camar eviscerar portanto caro surpresa camar não eviscerar sentir enganar,detrator
2024,L5082-VILA ANDRADE (1346),fev,9,2024-02-28,"""Pedido chegou com 2 horas de atraso, isso pq liguei 2 vezes para reclamar do atraso, na terceira ligação, qnd falei que queria cancelar, foi gerado o pedido de uber para entrega. """,detrator,-1,"['``', 'Pedido', 'chegou', 'com', '2', 'horas', 'de', 'atraso', ',', 'isso', 'pq', 'liguei', '2', 'vezes', 'para', 'reclamar', 'do', 'atraso', ',', 'na', 'terceira', 'ligação', ',', 'qnd', 'falei', 'que', 'queria', 'cancelar', ',', 'foi', 'gerado', 'o', 'pedido', 'de', 'uber', 'para', 'entrega.', '``']","['pedido', 'chegou', 'horas', 'atraso', 'pq', 'liguei', 'vezes', 'reclamar', 'atraso', 'terceira', 'ligação', 'qnd', 'falei', 'queria', 'cancelar', 'gerado', 'pedido', 'uber', 'entrega']","['pedir', 'chegar', 'hora', 'atraso', 'pq', 'liguei', 'vez', 'reclamar', 'atraso', 'terceiro', 'ligação', 'qnd', 'falar', 'querer', 'cancelar', 'gerar', 'pedir', 'uber', 'entregar']",pedido chegou horas atraso pq liguei vezes reclamar atraso terceira ligação qnd falei queria cancelar gerado pedido uber entrega,pedir chegar hora atraso pq liguei vez reclamar atraso terceiro ligação qnd falar querer cancelar gerar pedir uber entregar,detrator
2024,L5082-VILA ANDRADE (1346),fev,9,2024-02-29,"""Eu gosto de tudo na Swift , confio e sou grata. """,promotor,1,"['``', 'Eu', 'gosto', 'de', 'tudo', 'na', 'Swift', ',', 'confio', 'e', 'sou', 'grata.', '``']","['gosto', 'tudo', 'swift', 'confio', 'grata']","['gostar', 'tudo', 'swift', 'confiar', 'grata']",gosto tudo swift confio grata,gostar tudo swift confiar grata,promotor
2024,L5082-VILA ANDRADE (1346),mar,9,2024-03-01,"""Atendimento muito bom.Opções variadas.Valores intermediário.  Gosto muito dos produtos! """,promotor,1,"['``', 'Atendimento', 'muito', 'bom.Opções', 'variadas.Valores', 'intermediário', '.', 'Gosto', 'muito', 'dos', 'produtos', '!', '``']","['atendimento', 'bomopções', 'variadasvalores', 'intermediário', 'gosto', 'produtos']","['atendimento', 'bomopção', 'variadasvalor', 'intermediário', 'gostar', 'produto']",atendimento bomopções variadasvalores intermediário gosto produtos,atendimento bomopção variadasvalor intermediário gostar produto,promotor
2024,L5082-VILA ANDRADE (1346),mar,9,2024-03-01,"""Fui muito bem atendido.""",promotor,1,"['``', 'Fui', 'muito', 'bem', 'atendido', '.', ""''""]","['bem', 'atendido']","['bem', 'atender']",bem atendido,bem atender,promotor
2024,L5082-VILA ANDRADE (1346),mar,9,2024-03-01,Colocar parcelamentos nas compras,promotor,1,"['Colocar', 'parcelamentos', 'nas', 'compras']","['colocar', 'parcelamentos', 'compras']","['colocar', 'parcelamento', 'compra']",colocar parcelamentos compras,colocar parcelamento compra,promotor
2024,L5082-VILA ANDRADE (1346),mar,9,2024-03-01,Com combos de promoções mais acessíveis,promotor,1,"['Com', 'combos', 'de', 'promoções', 'mais', 'acessíveis']","['combos', 'promoções', 'acessíveis']","['combos', 'promoção', 'acessível']",combos promoções acessíveis,combos promoção acessível,promotor
2024,L5082-VILA ANDRADE (1346),mar,10,2024-03-04,"Como pode melhorar? reduzindo o valor das carnes e continuar com a excelente qualidade dos produtos, serviços e atendimento.",promotor,1,"['Como', 'pode', 'melhorar', '?', 'reduzindo', 'o', 'valor', 'das', 'carnes', 'e', 'continuar', 'com', 'a', 'excelente', 'qualidade', 'dos', 'produtos', ',', 'serviços', 'e', 'atendimento', '.']","['pode', 'melhorar', 'reduzindo', 'valor', 'carnes', 'continuar', 'excelente', 'qualidade', 'produtos', 'serviços', 'atendimento']","['poder', 'melhorar', 'reduzir', 'valor', 'carne', 'continuar', 'excelente', 'qualidade', 'produto', 'serviço', 'atendimento']",pode melhorar reduzindo valor carnes continuar excelente qualidade produtos serviços atendimento,poder melhorar reduzir valor carne continuar excelente qualidade produto serviço atendimento,promotor
2024,L5082-VILA ANDRADE (1346),mar,10,2024-03-05,"Vendendo ovos caipiras, daí encontro todas as proteínas num único lugar",promotor,1,"['Vendendo', 'ovos', 'caipiras', ',', 'daí', 'encontro', 'todas', 'as', 'proteínas', 'num', 'único', 'lugar']","['vendendo', 'ovos', 'caipiras', 'daí', 'encontro', 'todas', 'proteínas', 'único', 'lugar']","['vender', 'ovo', 'caipira', 'deaí', 'encontro', 'todo', 'proteína', 'único', 'lugar']",vendendo ovos caipiras daí encontro todas proteínas único lugar,vender ovo caipira deaí encontro todo proteína único lugar,promotor
2024,L5082-VILA ANDRADE (1346),mar,10,2024-03-07,"Loja impecável em organização e atendimento, muito bom vim aqui.",promotor,1,"['Loja', 'impecável', 'em', 'organização', 'e', 'atendimento', ',', 'muito', 'bom', 'vim', 'aqui', '.']","['loja', 'impecável', 'organização', 'atendimento', 'bom', 'vim', 'aqui']","['loja', 'impecável', 'organização', 'atendimento', 'bom', 'vir', 'aqui']",loja impecável organização atendimento bom vim aqui,loja impecável organização atendimento bom vir aqui,promotor
2024,L5082-VILA ANDRADE (1346),mar,10,2024-03-10,melhorar a navegação,neutro,0,"['melhorar', 'a', 'navegação']","['melhorar', 'navegação']","['melhorar', 'navegação']",melhorar navegação,melhorar navegação,neutro
2024,L5082-VILA ANDRADE (1346),mar,11,2024-03-11,"CONTINUEM ASSIM! esta ótimo, prático e muito bom.  Precinho se melhorar, não tem pra ninguém",promotor,1,"['CONTINUEM', 'ASSIM', '!', 'esta', 'ótimo', ',', 'prático', 'e', 'muito', 'bom', '.', 'Precinho', 'se', 'melhorar', ',', 'não', 'tem', 'pra', 'ninguém']","['continuem', 'assim', 'ótimo', 'prático', 'bom', 'precinho', 'melhorar', 'não', 'pra', 'ninguém']","['continuar', 'assim', 'ótimo', 'prático', 'bom', 'precinho', 'melhorar', 'não', 'pra', 'ninguém']",continuem assim ótimo prático bom precinho melhorar não pra ninguém,continuar assim ótimo prático bom precinho melhorar não pra ninguém,promotor
2024,L5082-VILA ANDRADE (1346),mar,11,2024-03-11,Descontos para clientes cadastrados exemplo: um app com desconto só ativar e o desconto sai no caixa,promotor,1,"['Descontos', 'para', 'clientes', 'cadastrados', 'exemplo', ':', 'um', 'app', 'com', 'desconto', 'só', 'ativar', 'e', 'o', 'desconto', 'sai', 'no', 'caixa']","['descontos', 'clientes', 'cadastrados', 'exemplo', 'app', 'desconto', 'ativar', 'desconto', 'sai', 'caixa']","['desconto', 'cliente', 'cadastrar', 'exemplo', 'app', 'desconto', 'ativar', 'desconto', 'sair', 'caixa']",descontos clientes cadastrados exemplo app desconto ativar desconto sai caixa,desconto cliente cadastrar exemplo app desconto ativar desconto sair caixa,promotor
